vessel_id,timestamp,lon,lat,sog,cog
vessel_000001,2020-01-01 00:02:15,122.127075,29.870045,0.10000000149011612,0.0
vessel_000001,2020-01-01 00:03:58,122.12704166666668,29.87008166666667,0.10000000149011612,0.0
vessel_000001,2020-01-01 00:11:12,122.12706833333333,29.87006166666667,0.0,0.0
vessel_000001,2020-01-01 00:12:02,122.12706833333333,29.87007166666667,0.10000000149011612,0.0
vessel_000001,2020-01-01 00:14:14,122.12707833333332,29.87006333333333,0.0,0.0
vessel_000001,2020-01-01 00:27:20,122.12706833333333,29.87006166666667,0.0,0.0
vessel_000001,2020-01-01 00:30:20,122.12705666666666,29.870065000000004,0.10000000149011612,0.0
vessel_000001,2020-01-01 00:32:20,122.12705666666666,29.87007833333333,0.10000000149011612,0.0
vessel_000001,2020-01-01 00:34:07,122.12709166666669,29.87005,0.10000000149011612,0.0
vessel_000001,2020-01-01 00:39:58,122.12706499999999,29.87006166666667,0.0,0.0
vessel_000001,2020-01-01 00:40:58,122.12706499999999,29.87005,0.0,0.0
vessel_000001,2020-01-01 00:47:18,122.12705333333334,29.870066666666666,0.10000000149011612,0.0
vessel_000001,2020-01-01 00:51:28,122.12708166666668,29.870054999999997,0.0,0.0
vessel_000001,2020-01-01 00:54:09,122.12708,29.87008833333333,0.10000000149011612,0.0
vessel_000001,2020-01-01 00:54:28,122.12707666666668,29.87010166666667,0.10000000149011612,0.0
vessel_000001,2020-01-01 00:54:48,122.127075,29.870105,0.10000000149011612,0.0
vessel_000001,2020-01-01 01:01:16,122.12704166666668,29.870105,0.10000000149011612,0.0
vessel_000001,2020-01-01 01:02:47,122.127045,29.87009,0.10000000149011612,0.0
vessel_000001,2020-01-01 01:04:44,122.12706666666666,29.87011333333333,0.0,0.0
vessel_000001,2020-01-01 01:05:28,122.12707166666668,29.870109999999997,0.10000000149011612,0.0
vessel_000001,2020-01-01 01:05:47,122.12706166666666,29.870111666666666,0.10000000149011612,0.0
vessel_000001,2020-01-01 01:06:28,122.12703666666668,29.87010666666667,0.0,0.0
vessel_000001,2020-01-01 01:06:32,122.127035,29.87010666666667,0.0,0.0
vessel_000001,2020-01-01 01:13:45,122.12706999999999,29.87011333333333,0.0,0.0
vessel_000001,2020-01-01 01:14:30,122.12707333333331,29.870115000000002,0.0,0.0
vessel_000004,2020-01-01 00:00:05,122.25440166666668,29.941296666666666,0.0,238.0
vessel_000004,2020-01-01 00:00:25,122.254425,29.94131166666667,0.0,238.0
vessel_000004,2020-01-01 00:00:36,122.25443666666666,29.94132333333333,0.0,238.0
vessel_000004,2020-01-01 00:00:56,122.254425,29.941308333333332,0.0,238.0
vessel_000004,2020-01-01 00:01:14,122.25446000000001,29.94135,0.0,238.0
vessel_000004,2020-01-01 00:01:25,122.25443500000002,29.941409999999998,0.0,238.0
vessel_000004,2020-01-01 00:02:14,122.25441833333332,29.94139333333333,0.0,238.0
vessel_000004,2020-01-01 00:02:25,122.25443999999999,29.941409999999998,0.0,238.0
vessel_000004,2020-01-01 00:02:35,122.254415,29.941405,0.0,238.0
vessel_000004,2020-01-01 00:02:45,122.25439333333334,29.941409999999998,0.0,238.0
vessel_000004,2020-01-01 00:03:04,122.25438666666666,29.94138833333333,0.0,238.0
vessel_000004,2020-01-01 00:04:04,122.25451333333334,29.94140166666667,0.0,238.0
vessel_000004,2020-01-01 00:04:14,122.25452166666666,29.941416666666665,0.0,238.0
vessel_000004,2020-01-01 00:04:24,122.25455666666667,29.94138,0.0,238.0
vessel_000004,2020-01-01 00:04:35,122.25452833333334,29.94135666666667,0.0,238.0
vessel_000004,2020-01-01 00:04:44,122.25445833333332,29.94135,0.0,238.0
vessel_000004,2020-01-01 00:04:55,122.25446833333334,29.94137333333333,0.0,238.0
vessel_000004,2020-01-01 00:05:04,122.25449833333332,29.94139833333333,0.0,238.0
vessel_000004,2020-01-01 00:05:25,122.25445500000001,29.941359999999996,0.0,238.0
vessel_000004,2020-01-01 00:06:04,122.25442833333334,29.94135833333333,0.0,238.0
vessel_000004,2020-01-01 00:06:34,122.25451000000001,29.94136666666667,0.0,238.0
vessel_000004,2020-01-01 00:07:04,122.25450166666668,29.94133166666667,0.0,238.0
vessel_000004,2020-01-01 00:07:26,122.25447166666666,29.94131333333333,0.0,238.0
vessel_000004,2020-01-01 00:07:38,122.25447166666666,29.94131833333333,0.0,238.0
vessel_000004,2020-01-01 00:08:04,122.25449833333332,29.94130166666667,0.0,238.0
vessel_000014,2020-01-01 06:21:35,122.07081666666667,29.78246666666667,9.0,37.29999923706055
vessel_000014,2020-01-01 06:25:06,122.07663333333332,29.78968333333333,8.800000190734863,35.29999923706055
vessel_000014,2020-01-01 06:26:25,122.07886666666668,29.79223333333333,8.600000381469728,40.400001525878906
vessel_000014,2020-01-01 06:26:51,122.07965,29.793016666666666,8.5,41.20000076293945
vessel_000014,2020-01-01 06:30:18,122.08555,29.79965,8.600000381469728,40.400001525878906
vessel_000014,2020-01-01 06:31:39,122.08826666666668,29.80183333333333,8.600000381469728,50.0
vessel_000014,2020-01-01 06:32:03,122.08913333333334,29.80255,8.5,45.099998474121094
vessel_000014,2020-01-01 06:34:52,122.0944,29.8077,8.699999809265138,43.79999923706055
vessel_000014,2020-01-01 06:35:15,122.09515,29.80836666666667,8.699999809265138,44.5
vessel_000014,2020-01-01 06:36:26,122.09753333333332,29.81043333333333,8.800000190734863,45.5
vessel_000014,2020-01-01 06:36:49,122.0983,29.81108333333333,8.800000190734863,46.0
vessel_000014,2020-01-01 06:39:38,122.1041,29.8159,8.899999618530273,45.4000015258789
vessel_000014,2020-01-01 06:41:13,122.10721666666667,29.81885,9.0,37.79999923706055
vessel_000014,2020-01-01 06:44:23,122.11341666666668,29.82483333333333,9.100000381469727,49.4000015258789
vessel_000014,2020-01-01 06:44:45,122.11423333333332,29.82543333333333,9.100000381469727,51.4000015258789
vessel_000014,2020-01-01 06:46:30,122.11823333333334,29.82823333333333,9.199999809265137,48.20000076293945
vessel_000014,2020-01-01 06:50:22,122.12723333333334,29.83476666666667,9.600000381469727,48.599998474121094
vessel_000014,2020-01-01 06:50:57,122.1286,29.835816666666666,9.600000381469727,48.20000076293945
vessel_000014,2020-01-01 06:52:41,122.13258333333332,29.83895,9.699999809265137,48.099998474121094
vessel_000014,2020-01-01 06:53:14,122.13383333333331,29.839966666666665,9.699999809265137,48.099998474121094
vessel_000014,2020-01-01 06:56:48,122.1424,29.846,9.5,56.4000015258789
vessel_000014,2020-01-01 06:57:16,122.14365,29.84665,9.199999809265137,61.29999923706055
vessel_000014,2020-01-01 06:59:10,122.14865,29.8489,9.300000190734863,64.69999694824219
vessel_000014,2020-01-01 07:02:27,122.15716666666668,29.85295,9.300000190734863,53.599998474121094
vessel_000014,2020-01-01 07:02:55,122.15836666666668,29.85371666666667,9.600000381469727,53.29999923706055
vessel_000015,2020-01-01 00:00:31,122.303275,29.78660833333333,0.0,248.8999938964844
vessel_000015,2020-01-01 00:06:31,122.30327,29.78653666666667,0.0,241.5
vessel_000015,2020-01-01 00:09:31,122.30326833333334,29.78655166666667,0.0,240.3000030517578
vessel_000015,2020-01-01 00:15:30,122.30326666666667,29.78656166666667,0.0,254.1000061035156
vessel_000015,2020-01-01 00:18:32,122.30327,29.78654333333333,0.0,255.3999938964844
vessel_000015,2020-01-01 00:21:31,122.30325833333332,29.7866,0.0,267.39999389648443
vessel_000015,2020-01-01 00:27:32,122.30327,29.78657166666667,0.0,279.79998779296875
vessel_000015,2020-01-01 00:30:31,122.30330166666668,29.786534999999997,0.0,263.39999389648443
vessel_000015,2020-01-01 00:33:33,122.30330333333332,29.78652,0.0,258.10000610351557
vessel_000015,2020-01-01 00:39:33,122.30324499999999,29.786558333333332,0.0,275.0
vessel_000015,2020-01-01 00:42:31,122.30328666666666,29.78653666666667,0.0,280.79998779296875
vessel_000015,2020-01-01 00:45:33,122.30329166666668,29.78653833333333,0.0,270.60000610351557
vessel_000015,2020-01-01 00:51:33,122.30328,29.786513333333332,0.0,283.20001220703125
vessel_000015,2020-01-01 00:54:30,122.303265,29.78653666666667,0.0,282.29998779296875
vessel_000015,2020-01-01 00:57:35,122.30328166666666,29.78655,0.0,290.5
vessel_000015,2020-01-01 01:00:32,122.30328666666666,29.78654333333333,0.0,293.5
vessel_000015,2020-01-01 01:03:33,122.30327833333334,29.78653,0.0,304.70001220703125
vessel_000015,2020-01-01 01:06:31,122.30328166666666,29.786545,0.0,294.1000061035156
vessel_000015,2020-01-01 01:09:33,122.30327166666666,29.78655166666667,0.0,303.5
vessel_000015,2020-01-01 01:18:34,122.30328,29.786534999999997,0.0,311.29998779296875
vessel_000015,2020-01-01 01:21:35,122.30328,29.78653833333333,0.0,324.8999938964844
vessel_000015,2020-01-01 01:27:36,122.303285,29.786540000000002,0.0,325.5
vessel_000015,2020-01-01 01:30:32,122.30332333333334,29.78656166666667,0.0,322.20001220703125
vessel_000015,2020-01-01 01:33:27,122.30328999999999,29.786545,0.0,321.70001220703125
vessel_000015,2020-01-01 01:36:31,122.30327,29.78654833333333,0.0,320.6000061035156
vessel_000022,2020-01-01 18:24:29,122.00478666666666,29.892229999999998,0.0,44.5
vessel_000022,2020-01-01 18:34:12,122.0048,29.89220666666667,0.0,237.1999969482422
vessel_000022,2020-01-01 18:57:55,122.00478666666666,29.89223333333333,0.0,133.39999389648438
vessel_000022,2020-01-01 19:09:46,122.00478666666666,29.892229999999998,0.0,205.3000030517578
vessel_000022,2020-01-01 19:21:37,122.0048,29.892226666666666,0.0,256.0
vessel_000022,2020-01-01 19:45:17,122.0048,29.89222333333333,0.0,206.8000030517578
vessel_000022,2020-01-01 19:57:08,122.0048,29.892220000000002,0.0,261.0
vessel_000022,2020-01-01 20:08:57,122.0048,29.892216666666666,0.0,160.39999389648438
vessel_000022,2020-01-01 20:32:38,122.00478666666666,29.892226666666666,0.0,168.3000030517578
vessel_000022,2020-01-01 20:44:29,122.0048,29.89221333333333,0.0,204.3000030517578
vessel_000022,2020-01-01 20:56:21,122.00477333333332,29.8922,0.0,179.0
vessel_000022,2020-01-01 21:08:12,122.00477333333332,29.89220666666667,0.0,148.1999969482422
vessel_000022,2020-01-01 21:32:01,122.00477333333332,29.89220666666667,0.0,121.1999969482422
vessel_000022,2020-01-01 21:43:48,122.00478666666666,29.8922,0.0,246.0
vessel_000022,2020-01-01 22:07:29,122.0048,29.89221333333333,0.0,67.30000305175781
vessel_000022,2020-01-01 22:19:19,122.0048,29.89220666666667,0.0,127.3000030517578
vessel_000022,2020-01-01 22:42:57,122.0048,29.89221,0.0,165.8000030517578
vessel_000022,2020-01-01 22:54:48,122.0048,29.89220333333333,0.0,60.79999923706055
vessel_000022,2020-01-01 23:06:39,122.0048,29.89220333333333,0.0,39.0
vessel_000022,2020-01-01 23:18:30,122.0048,29.8922,0.0,165.60000610351562
vessel_000022,2020-01-01 23:30:21,122.0048,29.89219333333333,0.0,185.1999969482422
vessel_000022,2020-01-01 23:42:09,122.0048,29.89219333333333,0.0,131.69999694824222
vessel_000022,2020-01-01 23:53:59,122.00478666666666,29.89219666666667,0.0,93.0
vessel_000023,2020-01-01 08:59:35,122.0048,29.89209333333333,0.0,266.79998779296875
vessel_000023,2020-01-01 18:12:48,122.00481333333332,29.89214,0.0,110.6999969482422
vessel_000023,2020-01-01 18:24:38,122.00481333333332,29.89213333333333,0.0,116.9000015258789
vessel_000023,2020-01-01 18:48:19,122.0048,29.892126666666666,0.0,105.0999984741211
vessel_000023,2020-01-01 19:00:11,122.0048,29.892126666666666,0.0,354.20001220703125
vessel_000023,2020-01-01 19:12:01,122.0048,29.892126666666666,0.0,265.29998779296875
vessel_000023,2020-01-01 19:23:54,122.0048,29.89213333333333,0.0,278.89999389648443
vessel_000023,2020-01-01 19:47:32,122.0048,29.892126666666666,0.0,129.39999389648438
vessel_000023,2020-01-01 19:59:25,122.0048,29.892120000000002,0.0,189.5
vessel_000023,2020-01-01 20:11:18,122.0048,29.892120000000002,0.0,177.5
